1,202,1,71.35,51.76
1,202,1,71.35,51.76
1,218,3,52.14,27.21
1,232,1,83.97,38.28
2,207,2,126.72,64.28
2,223,2,54.22,42.16
3,72,2,41.89,25.52
4,137,1,76.92,44.62
4,221,3,94.42,53.80
5,89,2,56.67,25.22
5,194,1,159.64,101.45
6,2,1,94.56,41.68
6,4,1,34.68,26.75
6,18,1,115.55,56.62
6,62,1,63.38,34.30
7,40,2,65.78,39.75
7,114,3,65.39,43.16
7,171,2,44.55,24.67
8,206,1,79.63,52.72
9,217,2,53.36,32.15
10,132,3,59.09,43.37
10,183,3,61.97,42.76
11,186,2,92.26,45.77
12,51,1,80.24,46.76
12,177,1,110.97,58.82
13,87,1,75.61,49.99
13,92,1,52.39,35.38
13,191,2,63.01,36.81
13,211,1,99.80,67.28
14,167,1,81.57,55.82
15,34,1,34.09,23.14
15,53,1,65.75,48.65
15,106,2,39.81,22.68
15,107,3,148.99,101.98
15,164,2,54.51,31.53
16,116,1,85.67,44.18
17,46,1,57.08,29.48
17,114,1,67.63,43.16
18,2,1,81.96,41.68
19,118,1,112.88,65.99
20,11,1,74.91,41.53
20,195,3,65.12,45.96
21,148,3,62.18,35.85
22,129,2,77.38,42.21
22,169,1,103.36,74.22
23,5,3,57.71,36.43
23,188,2,57.39,29.76
23,204,1,79.24,47.82
24,40,1,61.91,39.75
24,44,1,54.09,40.98
24,85,2,125.39,74.25
24,183,1,64.02,42.76
25,236,1,75.25,43.36
26,4,1,35.86,26.75
26,201,1,106.13,62.47
27,32,1,60.38,41.81
27,107,3,147.81,101.98
27,197,2,143.10,91.82
27,215,1,102.95,67.14
28,71,2,118.00,72.74
28,101,1,66.46,44.56
28,223,1,62.17,42.16
29,53,1,73.16,48.65
29,100,2,116.24,74.97
30,145,1,36.03,24.37
31,81,2,49.78,26.26
31,178,2,74.11,41.16
32,24,1,54.51,30.11
32,54,1,51.89,36.26
32,119,1,92.70,61.41
32,149,2,71.12,36.12
32,199,1,71.74,42.11
33,88,2,116.09,66.14
33,157,2,64.57,42.51
33,242,2,79.08,60.23
34,105,2,128.43,78.32
34,118,2,121.02,65.99
34,195,1,69.05,45.96
34,198,1,64.45,32.82
35,223,1,54.76,42.16
36,1,2,56.05,29.85
36,117,1,67.28,37.26
36,163,1,71.19,38.30
36,241,1,41.33,28.68
37,132,1,66.23,43.37
38,49,1,71.03,35.75
38,117,1,62.30,37.26
38,186,2,78.98,45.77
38,222,2,80.40,37.10
39,96,3,47.51,32.78
40,55,2,67.65,46.17
40,77,2,49.67,28.29
41,47,2,71.81,37.57
42,133,1,123.69,91.96
43,206,2,77.62,52.72
44,16,1,101.59,54.30
44,79,1,42.38,28.19
45,93,1,120.21,76.19
45,178,1,67.75,41.16
45,236,2,75.47,43.36
45,245,1,97.74,64.26
46,120,1,93.60,66.56
46,124,2,65.78,40.56
47,26,3,85.23,53.20
48,128,1,109.39,66.64
49,141,1,84.16,47.60
50,9,2,100.24,50.01
51,49,2,66.95,35.75
51,77,1,47.74,28.29
52,2,3,89.15,41.68
52,107,1,152.85,101.98
53,31,1,57.09,31.40
53,149,2,69.42,36.12
53,166,1,103.35,52.41
53,179,2,95.49,63.91
53,247,1,63.33,42.36
54,183,1,59.60,42.76
55,43,1,76.25,50.57
55,47,2,75.59,37.57
56,62,2,57.03,34.30
56,168,2,48.81,29.64
56,193,3,41.43,23.78
57,151,3,66.55,40.70
57,165,3,86.44,66.52
58,2,1,80.90,41.68
58,18,3,103.17,56.62
58,128,1,97.87,66.64
59,67,1,126.34,55.79
59,70,2,59.32,34.93
59,71,1,119.80,72.74
59,175,1,37.90,25.10
59,206,2,76.51,52.72
60,53,2,62.00,48.65
61,166,1,101.08,52.41
62,99,1,135.78,86.75
62,109,2,48.05,33.63
63,203,2,50.13,40.25
63,229,1,63.31,30.96
64,90,1,104.92,68.71
64,166,1,97.74,52.41
65,15,2,87.84,59.01
65,79,3,44.07,28.19
65,144,3,71.34,31.74
66,74,1,74.05,49.20
66,77,1,53.58,28.29
66,138,1,58.13,30.42
66,228,1,54.17,35.54
67,141,2,87.22,47.60
67,221,1,94.06,53.80
68,13,1,44.42,30.29
69,79,2,49.94,28.19
69,219,1,92.51,50.35
70,47,2,72.21,37.57
71,203,1,58.64,40.25
72,3,1,83.49,43.79
73,49,1,70.66,35.75
73,52,2,65.93,40.77
73,54,2,56.20,36.26
73,171,1,41.34,24.67
74,91,2,129.19,81.88
74,136,1,49.37,36.47
74,207,3,121.94,64.28
75,101,2,61.11,44.56
76,41,2,55.44,35.93
76,143,2,64.85,38.40
76,160,1,93.11,51.89
76,208,1,84.46,54.87
77,165,1,93.73,66.52
77,190,2,74.42,53.91
77,206,2,74.21,52.72
77,212,1,46.19,24.48
78,23,2,93.47,55.18
78,27,2,100.08,66.20
78,63,3,63.33,43.71
78,65,1,72.59,43.99
79,111,1,113.15,76.98
80,88,3,110.28,66.14
81,140,2,88.72,55.91
82,13,1,53.65,30.29
82,63,1,67.93,43.71
82,112,1,69.32,52.32
82,210,2,99.05,59.22
82,247,1,68.65,42.36
83,134,3,78.55,41.38
83,221,2,83.41,53.80
83,249,3,51.31,32.00
84,36,2,74.47,50.33
85,3,1,80.72,43.79
85,35,1,112.86,79.38
85,123,1,41.00,25.36
85,136,1,59.13,36.47
86,80,3,118.39,58.22
86,165,1,95.47,66.52
87,7,1,80.62,42.39
87,92,1,50.10,35.38
87,165,1,105.03,66.52
88,92,2,50.94,35.38
88,119,2,93.20,61.41
89,53,2,70.22,48.65
89,247,1,72.77,42.36
90,149,2,68.20,36.12
90,219,1,98.32,50.35
91,47,2,68.46,37.57
91,194,2,140.13,101.45
92,150,1,66.40,44.01
93,216,2,63.71,33.83
94,14,1,68.17,52.02
94,51,1,82.87,46.76
94,169,1,101.23,74.22
94,229,1,58.48,30.96
95,42,1,51.48,32.07
95,65,1,75.15,43.99
95,158,1,76.79,43.24
95,186,3,91.05,45.77
96,40,1,66.97,39.75
96,200,3,85.06,45.17
97,9,1,83.35,50.01
97,118,1,120.94,65.99
98,103,1,85.70,54.95
99,194,1,151.78,101.45
99,225,1,50.62,34.56
100,19,2,87.65,50.41
100,72,1,39.91,25.52
100,99,1,130.43,86.75
101,199,1,73.23,42.11
102,121,1,61.04,31.74
103,112,2,75.19,52.32
103,199,1,69.45,42.11
104,160,1,83.24,51.89
104,250,1,105.75,68.00
105,1,1,49.65,29.85
105,26,1,85.92,53.20
105,52,2,73.82,40.77
106,95,1,79.67,52.88
106,155,2,54.79,30.11
107,117,1,64.07,37.26
107,145,1,36.90,24.37
107,208,2,82.93,54.87
107,241,1,41.32,28.68
108,10,1,69.98,39.77
108,39,1,74.93,46.13
109,180,3,75.22,35.87
110,216,2,58.60,33.83
111,10,1,63.24,39.77
111,73,2,39.11,24.23
111,89,3,55.97,25.22
112,35,1,116.68,79.38
112,51,1,76.15,46.76
113,65,1,83.96,43.99
113,98,1,99.65,62.45
114,8,1,71.73,51.50
114,63,3,61.08,43.71
114,81,1,44.29,26.26
114,110,2,93.07,49.51
114,127,1,83.75,51.00
115,135,1,139.40,75.80
115,178,1,73.92,41.16
116,185,2,73.49,40.99
117,119,1,92.11,61.41
117,238,1,38.43,26.96
118,132,1,61.34,43.37
118,210,1,84.75,59.22
119,138,1,60.60,30.42
120,52,1,65.11,40.77
120,174,1,123.28,60.31
121,33,2,73.44,44.82
121,93,1,107.86,76.19
121,205,1,54.40,42.37
121,209,1,78.75,37.97
121,244,1,42.90,31.25
122,9,1,100.50,50.01
122,178,3,65.76,41.16
122,222,2,71.46,37.10
123,22,1,65.23,30.94
123,47,1,70.00,37.57
124,145,2,40.55,24.37
125,161,1,42.15,26.81
126,113,1,38.22,27.96
126,165,1,86.75,66.52
126,184,1,110.95,65.32
127,230,2,91.94,47.62
127,232,1,74.61,38.28
128,13,1,45.46,30.29
128,31,2,67.93,31.40
128,71,1,124.16,72.74
128,133,2,136.37,91.96
129,20,3,102.75,63.95
129,57,1,110.06,68.72
129,93,2,121.51,76.19
129,128,3,104.26,66.64
130,21,1,92.41,70.10
130,175,2,41.14,25.10
131,49,2,63.12,35.75
131,153,2,82.59,43.09
131,164,2,59.47,31.53
131,205,3,58.83,42.37
132,174,3,112.95,60.31
133,176,2,41.70,23.75
134,8,1,79.43,51.50
135,222,2,72.16,37.10
136,58,1,88.56,63.28
136,176,1,42.16,23.75
136,188,2,53.68,29.76
137,21,2,107.03,70.10
137,231,1,105.58,78.53
138,30,3,62.27,46.26
139,76,1,85.82,52.57
140,69,1,72.01,44.33
140,142,2,100.84,56.57
141,232,2,79.20,38.28
141,234,2,69.02,35.84
142,37,2,62.06,41.72
142,39,2,70.27,46.13
142,166,1,101.86,52.41
143,91,1,128.37,81.88
143,95,3,82.68,52.88
143,147,3,71.43,48.01
144,209,3,70.31,37.97
145,178,1,65.50,41.16
146,35,2,108.58,79.38
146,125,1,95.19,51.12
146,227,3,116.03,77.13
147,241,3,47.23,28.68
148,10,1,76.16,39.77
148,174,3,103.36,60.31
148,194,3,152.05,101.45
149,72,3,37.66,25.52
149,119,2,95.88,61.41
149,199,1,73.20,42.11
150,23,2,98.41,55.18
150,47,2,71.22,37.57
151,47,2,77.60,37.57
151,74,1,84.34,49.20
152,101,3,62.41,44.56
153,92,1,55.90,35.38
153,134,1,70.82,41.38
154,104,1,63.10,36.56
154,181,3,80.17,41.82
155,46,1,56.76,29.48
155,104,3,73.52,36.56
156,111,1,115.04,76.98
157,63,1,58.90,43.71
157,175,3,40.18,25.10
158,37,3,58.81,41.72
158,52,1,65.97,40.77
158,95,1,74.92,52.88
158,239,3,56.60,41.22
159,125,1,101.46,51.12
160,207,2,124.69,64.28
161,245,2,91.91,64.26
162,139,1,90.05,47.21
162,213,1,66.01,47.37
163,133,1,118.95,91.96
163,209,3,76.50,37.97
164,65,1,76.62,43.99
164,156,3,67.26,36.12
165,60,1,43.78,30.95
165,152,1,57.74,35.32
165,182,3,68.96,34.34
166,80,1,120.37,58.22
166,90,2,108.28,68.71
166,131,1,42.51,30.43
166,228,1,54.22,35.54
167,116,3,81.12,44.18
167,175,3,35.93,25.10
168,202,1,74.34,51.76
169,4,1,39.66,26.75
169,222,2,74.69,37.10
170,129,3,84.98,42.21
171,148,2,74.96,35.85
172,22,1,71.49,30.94
172,80,1,114.91,58.22
172,125,1,102.82,51.12
172,248,1,49.49,24.62
173,77,2,49.99,28.29
173,196,3,47.18,25.50
174,51,2,72.27,46.76
174,198,2,59.64,32.82
174,244,1,47.18,31.25
175,32,1,59.52,41.81
175,58,1,101.62,63.28
175,136,2,57.39,36.47
175,159,2,64.78,37.82
175,170,3,67.78,54.10
176,63,2,65.10,43.71
176,216,1,55.41,33.83
177,65,1,74.16,43.99
177,120,1,84.45,66.56
177,129,1,73.06,42.21
177,235,1,56.58,27.49
178,21,3,101.16,70.10
178,108,2,86.11,42.69
178,208,3,96.83,54.87
179,39,1,62.50,46.13
180,172,2,40.64,22.57
180,173,1,111.53,61.56
181,5,2,58.62,36.43
181,57,2,125.57,68.72
181,217,3,55.09,32.15
182,79,1,45.44,28.19
182,130,3,75.98,51.19
182,192,1,114.52,76.81
183,35,2,109.31,79.38
183,107,1,161.91,101.98
183,231,1,118.28,78.53
183,246,2,111.47,79.38
184,14,3,74.20,52.02
184,110,3,91.98,49.51
185,195,1,72.21,45.96
186,205,1,54.11,42.37
187,55,3,70.76,46.17
188,124,3,58.45,40.56
189,125,1,92.77,51.12
190,23,1,98.11,55.18
190,87,1,74.15,49.99
191,4,2,37.18,26.75
191,97,1,103.62,55.76
192,47,1,73.09,37.57
192,104,2,74.72,36.56
192,231,1,115.92,78.53
193,146,1,84.11,55.23
193,195,1,69.51,45.96
194,8,1,83.02,51.50
195,80,1,106.62,58.22
195,99,2,135.65,86.75
196,24,1,50.92,30.11
197,1,3,52.82,29.85
197,74,3,74.60,49.20
197,100,2,126.37,74.97
197,109,2,48.19,33.63
197,206,2,78.49,52.72
198,72,3,41.62,25.52
198,84,2,37.93,30.27
198,147,2,67.70,48.01
199,34,2,38.59,23.14
200,202,3,75.92,51.76
200,233,3,43.66,22.76
201,96,1,49.54,32.78
202,65,1,79.78,43.99
202,138,3,66.12,30.42
203,135,1,132.18,75.80
204,8,3,80.16,51.50
204,208,1,93.25,54.87
204,232,2,76.37,38.28
205,12,2,64.77,38.94
205,189,2,122.19,88.69
206,97,2,94.09,55.76
206,200,2,88.10,45.17
206,248,1,44.89,24.62
207,146,1,95.83,55.23
208,10,2,74.46,39.77
208,140,2,102.20,55.91
208,153,1,81.55,43.09
209,64,1,89.23,54.92
209,111,1,117.22,76.98
209,200,3,90.87,45.17
210,9,3,83.91,50.01
210,201,1,107.78,62.47
211,6,1,71.30,52.33
211,69,1,77.14,44.33
211,149,2,68.28,36.12
211,194,1,145.45,101.45
212,189,1,135.35,88.69
213,6,2,78.03,52.33
213,41,3,46.42,35.93
213,154,1,85.56,59.22
214,208,1,97.61,54.87
215,126,1,65.58,31.83
216,154,3,80.79,59.22
217,27,2,92.90,66.20
217,96,3,43.86,32.78
217,121,2,65.15,31.74
218,40,1,70.92,39.75
218,129,2,82.64,42.21
219,97,1,94.87,55.76
219,161,1,41.44,26.81
220,112,1,72.62,52.32
221,87,1,67.85,49.99
221,177,1,98.16,58.82
222,99,2,141.39,86.75
223,37,2,66.87,41.72
223,39,1,72.74,46.13
224,73,1,39.80,24.23
225,36,2,69.28,50.33
226,8,2,77.27,51.50
226,62,1,64.36,34.30
226,121,1,56.25,31.74
227,14,1,70.82,52.02
227,27,2,92.25,66.20
227,106,2,34.57,22.68
227,210,2,87.56,59.22
228,6,2,78.92,52.33
229,80,1,101.33,58.22
229,135,2,126.69,75.80
230,108,1,92.44,42.69
231,24,1,51.86,30.11
231,50,1,81.36,55.39
231,66,1,75.20,57.18
231,150,1,75.04,44.01
232,2,2,79.99,41.68
232,154,2,90.14,59.22
233,25,2,78.25,51.15
233,63,2,61.97,43.71
233,115,2,110.01,67.70
234,104,2,61.92,36.56
235,10,3,67.01,39.77
235,46,2,50.93,29.48
235,47,1,71.62,37.57
235,99,1,152.90,86.75
236,2,1,95.69,41.68
236,213,2,68.03,47.37
237,33,1,72.92,44.82
238,61,2,70.05,47.42
238,115,2,92.93,67.70
239,154,1,85.02,59.22
240,245,3,88.01,64.26
241,196,2,46.00,25.50
242,59,1,43.86,22.75
243,26,3,88.88,53.20
243,88,1,97.27,66.14
243,187,1,69.88,40.78
244,27,1,108.29,66.20
244,117,2,61.54,37.26
245,65,2,73.67,43.99
245,163,2,67.48,38.30
246,42,2,49.93,32.07
246,89,3,53.76,25.22
246,95,1,77.40,52.88
246,192,1,115.07,76.81
247,13,2,47.00,30.29
247,172,1,45.31,22.57
247,176,1,40.38,23.75
248,93,1,110.11,76.19
249,76,2,97.21,52.57
250,20,2,101.17,63.95
251,103,1,84.10,54.95
251,148,1,65.40,35.85
251,250,1,105.68,68.00
252,68,1,46.85,23.26
252,106,1,39.08,22.68
253,34,3,35.31,23.14
253,59,3,40.23,22.75
253,111,2,104.25,76.98
253,138,2,63.39,30.42
253,210,2,93.97,59.22
254,4,1,36.24,26.75
255,57,1,121.34,68.72
255,194,2,150.45,101.45
255,202,3,74.70,51.76
255,230,3,82.07,47.62
256,25,1,80.08,51.15
257,54,1,51.59,36.26
257,151,2,68.54,40.70
258,85,3,117.42,74.25
258,86,2,58.99,44.29
258,157,3,70.09,42.51
258,227,2,127.44,77.13
259,118,1,112.85,65.99
259,129,1,71.39,42.21
259,244,2,41.59,31.25
260,149,1,64.06,36.12
260,173,3,116.24,61.56
261,173,1,108.75,61.56
262,18,2,108.60,56.62
262,33,1,75.35,44.82
262,35,2,110.81,79.38
262,89,3,50.56,25.22
262,237,1,99.11,57.46
263,49,2,66.83,35.75
264,13,2,46.07,30.29
265,54,1,60.67,36.26
265,161,2,36.12,26.81
266,84,1,38.95,30.27
267,106,1,40.83,22.68
267,183,1,60.27,42.76
268,119,2,98.80,61.41
269,22,2,70.44,30.94
269,42,2,54.35,32.07
269,81,1,49.01,26.26
269,167,1,79.27,55.82
270,84,3,39.78,30.27
271,57,2,126.50,68.72
271,214,1,185.66,109.88
272,68,3,43.34,23.26
272,90,1,101.97,68.71
272,118,1,103.57,65.99
272,213,3,68.69,47.37
273,53,2,71.63,48.65
273,77,2,53.06,28.29
273,223,1,65.97,42.16
274,80,3,109.78,58.22
274,153,1,68.96,43.09
274,161,2,35.81,26.81
274,174,1,111.49,60.31
275,89,3,52.38,25.22
275,210,1,94.04,59.22
275,236,1,67.10,43.36
276,188,2,53.76,29.76
277,47,3,78.98,37.57
277,83,1,92.98,63.34
278,132,1,59.37,43.37
278,231,1,104.53,78.53
279,228,2,49.35,35.54
280,120,1,100.37,66.56
280,126,2,59.05,31.83
280,179,3,96.47,63.91
280,193,1,42.24,23.78
280,243,3,46.57,22.71
281,16,1,94.75,54.30
281,86,2,60.32,44.29
281,99,1,158.42,86.75
282,39,1,68.22,46.13
282,45,1,83.43,57.21
282,185,2,80.10,40.99
283,36,1,78.02,50.33
283,138,2,65.90,30.42
284,95,1,74.05,52.88
284,108,2,82.81,42.69
284,237,1,109.65,57.46
285,192,1,107.25,76.81
285,211,3,102.25,67.28
286,4,2,40.58,26.75
286,246,1,120.27,79.38
287,68,1,47.27,23.26
288,18,2,104.31,56.62
288,116,1,76.09,44.18
288,241,3,48.88,28.68
289,159,1,61.35,37.82
289,205,1,65.60,42.37
290,51,1,76.96,46.76
291,238,2,34.41,26.96
292,27,1,97.27,66.20
292,43,2,75.17,50.57
292,70,2,56.67,34.93
292,221,3,94.87,53.80
293,165,3,97.10,66.52
294,44,1,62.30,40.98
294,120,1,91.39,66.56
295,76,3,90.98,52.57
295,138,2,64.30,30.42
296,43,1,69.20,50.57
296,50,1,80.32,55.39
296,109,2,48.54,33.63
296,153,2,73.84,43.09
297,156,3,54.54,36.12
297,191,1,67.98,36.81
298,149,2,59.01,36.12
299,145,1,39.52,24.37
300,76,2,98.30,52.57
301,141,2,85.09,47.60
302,5,2,66.41,36.43
302,108,1,87.66,42.69
302,187,2,80.58,40.78
303,11,1,78.86,41.53
303,78,2,128.46,64.48
303,217,1,59.59,32.15
304,9,3,86.21,50.01
305,105,1,119.52,78.32
305,242,1,85.43,60.23
306,80,1,105.27,58.22
307,55,2,68.64,46.17
307,157,2,59.70,42.51
308,8,2,71.50,51.50
308,92,1,56.68,35.38
308,124,2,67.35,40.56
308,128,2,111.81,66.64
308,137,1,70.10,44.62
309,112,1,74.16,52.32
309,139,1,88.31,47.21
310,34,3,37.89,23.14
310,148,1,71.77,35.85
310,196,1,49.55,25.50
311,14,1,77.93,52.02
311,143,1,66.31,38.40
312,152,1,59.74,35.32
313,83,1,85.60,63.34
313,129,1,84.79,42.21
314,48,1,101.70,73.93
314,231,2,126.93,78.53
315,33,1,69.04,44.82
315,203,3,52.42,40.25
316,20,1,91.04,63.95
317,222,1,80.87,37.10
317,241,3,40.56,28.68
